rainfall_mm,slope_degree,soil_moisture,ground_movement,temperature,risk_label
122.99,15.12,52.96,5.98,37.98,LOW
192.34,29.67,47.06,7.25,8.27,MODERATE
40.44,21.2,22.99,4.5,17.46,LOW
201.34,24.36,61.97,7.44,36.9,MODERATE
299.41,36.44,83.94,10.41,38.0,HIGH
118.55,34.4,38.37,11.09,34.19,LOW
66.41,19.63,25.48,5.27,27.19,LOW
153.96,53.86,50.9,10.01,20.18,MODERATE
21.42,23.88,22.53,4.9,13.9,LOW
37.88,36.63,18.31,7.01,26.44,LOW
77.03,39.48,25.35,6.66,19.42,LOW
82.32,64.67,42.8,10.28,32.71,MODERATE
94.25,30.38,36.6,6.13,12.88,LOW
182.54,45.8,36.99,9.5,25.2,MODERATE
242.68,44.09,78.13,10.96,29.57,HIGH
246.66,51.75,64.49,10.44,30.08,HIGH
82.62,39.8,33.71,7.51,29.0,LOW
29.3,27.9,24.45,4.81,26.04,LOW
119.96,19.8,29.52,9.37,24.77,LOW
95.47,27.59,33.69,6.94,29.45,LOW
80.56,40.96,43.26,7.81,26.04,LOW
132.58,25.07,52.88,7.02,26.24,MODERATE
123.44,19.37,39.83,6.39,24.21,LOW
96.74,39.39,42.01,7.96,21.69,LOW
54.27,34.13,33.72,8.34,15.9,LOW
211.53,56.32,67.91,12.25,16.94,MODERATE
172.75,32.75,43.84,7.63,21.7,MODERATE
54.24,32.75,40.06,11.42,23.28,MODERATE
91.17,43.58,31.35,7.61,18.19,MODERATE
120.3,38.78,42.34,8.03,17.75,MODERATE
95.15,50.05,33.12,9.3,21.81,MODERATE
110.64,58.62,41.18,11.64,29.41,MODERATE
157.2,38.05,42.67,8.69,11.28,MODERATE
98.77,44.68,34.93,9.06,18.37,MODERATE
85.09,49.5,35.18,8.46,24.97,MODERATE
43.02,28.48,34.26,6.57,31.72,LOW
66.07,14.75,38.37,4.87,36.96,LOW
127.81,36.97,52.36,9.6,21.95,MODERATE
150.9,35.27,55.15,8.31,21.86,MODERATE
64.12,17.95,43.88,5.31,23.17,LOW
192.38,44.21,55.0,12.89,25.36,MODERATE
223.49,35.63,62.91,9.14,23.73,MODERATE
58.75,35.09,26.33,5.94,24.7,LOW
82.04,36.49,32.56,6.72,15.98,LOW
99.53,39.58,25.41,6.59,14.03,MODERATE
144.18,24.07,48.84,7.28,28.29,MODERATE
125.19,65.0,46.51,10.33,22.84,MODERATE
152.93,35.23,46.58,7.33,29.0,MODERATE
84.46,14.53,19.52,3.53,25.34,LOW
172.9,41.32,53.21,8.91,15.4,MODERATE
43.57,28.0,14.23,4.13,33.32,LOW
178.28,43.69,57.64,9.76,24.19,MODERATE
37.78,34.25,24.27,5.87,19.52,LOW
80.3,26.66,34.41,5.46,20.79,LOW
15.68,24.43,10.0,6.5,16.73,LOW
142.03,45.68,56.34,12.33,26.0,MODERATE
164.2,40.85,52.49,8.64,23.33,MODERATE
123.74,38.3,34.91,6.89,36.11,MODERATE
155.45,26.66,53.84,8.16,27.12,MODERATE
255.91,7.81,72.08,8.04,35.75,MODERATE
116.86,17.05,55.4,10.88,18.23,MODERATE
90.87,31.39,30.57,6.3,22.02,LOW
91.39,22.48,25.13,5.7,29.34,LOW
91.34,24.4,37.41,8.59,27.53,MODERATE
4.34,39.22,24.05,6.74,23.91,LOW
115.35,27.97,58.96,7.71,17.54,MODERATE
255.01,45.22,98.0,13.07,10.93,HIGH
134.85,21.65,32.25,4.97,22.68,LOW
134.8,32.38,43.57,6.75,22.94,MODERATE
232.89,35.56,56.28,10.15,24.77,MODERATE
22.11,36.35,17.88,5.47,15.33,LOW
81.81,33.62,52.82,7.59,18.72,MODERATE
98.93,19.45,30.21,7.45,26.35,LOW
147.19,33.67,47.21,8.02,27.51,MODERATE
66.14,19.11,24.9,4.31,25.21,LOW
102.89,44.43,29.61,7.27,21.92,MODERATE
182.38,51.1,69.47,11.08,16.88,MODERATE
104.79,23.52,25.74,4.74,29.72,LOW
119.4,39.23,40.61,9.93,28.36,MODERATE
31.71,19.41,22.68,4.04,20.56,LOW
289.81,20.33,78.49,9.55,29.0,MODERATE
61.55,30.21,26.02,5.22,23.59,LOW
176.22,55.28,66.68,15.34,19.91,MODERATE
152.52,24.07,31.66,6.33,29.56,MODERATE
121.65,50.01,45.26,12.12,24.6,MODERATE
239.77,39.66,71.6,10.45,21.43,MODERATE
233.8,30.49,68.73,11.04,16.31,HIGH
193.6,41.47,50.94,11.11,16.86,MODERATE
156.38,16.31,59.04,8.18,29.08,MODERATE
130.4,21.76,52.93,6.56,26.72,MODERATE
210.76,29.51,54.44,7.33,16.98,MODERATE
23.21,13.53,10.52,2.47,16.87,LOW
65.79,43.53,18.34,6.01,36.62,MODERATE
149.9,19.33,49.78,7.85,26.79,MODERATE
121.1,26.98,42.02,7.28,31.26,MODERATE
124.53,59.21,39.51,10.2,32.95,MODERATE
251.0,49.42,86.87,12.33,18.43,HIGH
123.49,26.88,38.48,6.02,34.46,LOW
16.01,17.45,20.02,3.69,17.53,LOW
47.62,7.76,23.92,3.46,28.38,LOW
114.03,21.32,55.79,8.62,23.3,MODERATE
180.84,30.02,38.87,6.55,28.34,MODERATE
77.34,34.62,29.53,7.62,22.74,LOW
88.1,38.46,39.3,8.0,27.29,MODERATE
196.01,31.13,56.34,10.87,32.17,MODERATE
72.43,31.53,20.5,5.19,30.72,LOW
195.95,31.81,59.52,8.84,23.63,HIGH
98.51,19.9,23.7,4.04,18.28,LOW
133.66,15.34,49.77,6.13,22.21,LOW
65.9,31.13,26.19,6.27,26.67,LOW
143.64,41.9,41.95,9.52,27.91,MODERATE
113.39,24.32,48.31,6.63,30.42,LOW
162.15,34.17,42.65,7.2,19.61,MODERATE
61.86,33.78,16.27,6.18,18.41,LOW
199.06,35.98,51.51,8.44,17.88,MODERATE
193.42,33.55,73.93,10.26,22.82,MODERATE
198.88,42.52,50.72,11.02,25.29,MODERATE
86.51,28.64,36.96,6.86,26.22,LOW
88.67,19.16,41.25,6.8,15.51,MODERATE
256.83,52.47,63.99,11.97,18.28,HIGH
76.48,39.78,24.32,8.37,19.78,LOW
122.51,45.67,43.39,9.56,34.55,MODERATE
81.95,46.59,34.83,7.55,21.71,MODERATE
39.36,32.9,34.44,6.67,15.14,LOW
141.31,38.78,39.93,13.88,26.29,MODERATE
188.09,43.62,53.36,8.96,23.35,MODERATE
116.02,45.0,63.23,10.88,16.95,MODERATE
167.83,48.59,37.58,10.64,21.16,MODERATE
183.34,35.27,39.35,8.0,21.95,MODERATE
159.31,41.37,38.98,7.95,23.26,MODERATE
114.04,38.95,48.9,7.93,29.58,MODERATE
144.13,21.43,43.2,6.27,27.36,MODERATE
194.73,35.24,54.33,8.17,24.75,MODERATE
136.92,19.92,37.4,9.85,29.92,LOW
130.0,23.97,50.95,8.36,21.54,MODERATE
129.41,24.36,32.53,7.11,19.65,LOW
71.4,30.18,26.06,5.96,25.85,LOW
78.16,29.75,24.79,5.13,25.39,LOW
121.98,29.3,20.46,5.03,15.14,LOW
186.28,23.04,52.15,6.93,32.96,MODERATE
55.5,27.87,26.74,5.93,17.89,LOW
103.91,25.53,31.66,6.01,27.18,LOW
106.38,41.77,36.26,7.93,27.32,MODERATE
185.05,36.53,53.77,8.98,5.48,MODERATE
27.62,45.11,20.01,12.63,25.36,MODERATE
58.36,20.57,19.41,4.14,33.82,LOW
160.89,27.17,41.5,7.47,19.74,MODERATE
114.06,20.31,40.47,5.68,12.61,MODERATE
224.51,36.27,52.58,8.78,23.3,MODERATE
142.69,29.35,44.68,6.84,26.8,MODERATE
129.03,28.82,56.47,8.62,23.48,MODERATE
207.83,37.44,60.41,9.04,18.3,MODERATE
262.18,61.31,58.07,10.83,17.82,HIGH
46.81,33.38,26.74,8.01,14.27,LOW
59.57,17.68,34.65,4.75,12.75,LOW
143.2,22.5,40.14,6.15,21.94,LOW
191.31,47.29,54.7,10.08,26.54,MODERATE
170.54,54.86,45.5,9.98,24.95,MODERATE
79.16,30.52,28.72,7.29,25.51,LOW
132.54,46.18,38.83,9.09,27.79,MODERATE
163.04,17.63,54.35,6.64,31.85,MODERATE
80.74,16.48,46.03,5.41,24.17,LOW
19.95,36.12,19.85,7.39,26.07,LOW
194.6,32.96,45.48,7.59,26.11,MODERATE
132.03,21.01,64.28,10.55,24.88,MODERATE
165.4,42.79,56.05,9.52,24.12,MODERATE
70.29,16.19,36.76,6.46,24.6,LOW
152.62,9.74,48.07,9.03,33.37,LOW
265.84,40.54,75.35,11.66,32.59,HIGH
155.92,24.71,46.57,7.0,13.76,MODERATE
164.05,29.1,58.32,8.83,25.31,MODERATE
138.22,44.42,41.59,8.95,24.04,MODERATE
151.03,25.44,52.14,8.03,31.56,MODERATE
96.8,12.43,44.05,5.0,23.79,LOW
109.94,17.54,49.15,7.48,25.51,LOW
166.81,33.41,59.95,8.37,20.1,MODERATE
135.84,51.96,36.7,8.15,28.88,MODERATE
91.39,20.82,47.69,7.37,16.54,LOW
205.03,5.91,65.42,6.01,22.17,MODERATE
244.91,41.98,71.32,12.11,17.67,HIGH
135.21,34.64,48.11,10.33,22.19,MODERATE
22.88,30.25,18.77,8.87,20.71,LOW
169.24,30.03,48.5,8.52,29.02,MODERATE
14.63,26.36,15.27,4.84,22.69,LOW
86.82,40.56,44.4,8.26,32.95,LOW
86.05,30.86,34.58,6.87,22.55,LOW
125.49,50.7,44.86,8.98,17.5,MODERATE
167.56,44.17,52.34,9.25,22.54,MODERATE
152.04,22.24,43.11,7.57,26.86,MODERATE
167.33,30.76,34.64,6.22,34.12,MODERATE
120.01,39.56,47.55,8.22,20.13,MODERATE
106.96,39.48,43.83,9.53,33.95,LOW
128.7,18.39,43.22,5.59,22.86,MODERATE
154.73,42.16,40.32,7.87,21.33,MODERATE
122.48,27.57,56.51,7.3,28.65,LOW
100.14,23.52,34.3,7.01,32.54,LOW
197.04,35.67,60.33,9.84,27.34,MODERATE
101.82,10.27,31.78,5.35,15.51,LOW
97.5,13.29,25.65,3.74,26.0,LOW
49.64,39.1,30.64,8.11,37.05,LOW
167.54,19.54,39.85,6.5,10.33,MODERATE
85.78,32.18,35.7,6.76,26.24,LOW
184.15,30.96,57.37,8.55,22.29,MODERATE
165.66,38.16,42.49,8.47,18.38,MODERATE
40.84,21.14,13.61,4.22,30.2,LOW
141.22,33.67,39.9,8.1,13.57,MODERATE
91.51,32.31,30.11,5.94,21.9,LOW
164.12,33.2,38.87,7.6,30.01,MODERATE
121.85,31.0,32.81,6.62,29.32,LOW
112.62,5.0,40.38,4.66,27.58,LOW
185.94,38.68,71.82,10.56,25.04,MODERATE
99.61,50.62,44.98,11.86,23.26,MODERATE
112.09,21.0,40.94,7.94,21.18,LOW
127.62,33.83,52.1,9.04,18.17,MODERATE
5.88,31.96,25.54,7.13,28.88,LOW
111.45,19.39,37.08,4.97,25.27,LOW
217.19,32.56,64.84,10.49,29.06,MODERATE
92.96,25.01,43.28,6.96,19.31,LOW
168.93,35.53,61.08,9.01,19.18,MODERATE
146.35,26.64,56.19,7.39,26.98,MODERATE
181.55,45.79,46.73,8.43,10.34,MODERATE
118.77,28.99,50.53,7.01,8.83,MODERATE
84.99,20.67,48.56,6.22,30.08,LOW
9.72,29.31,29.09,5.3,19.76,LOW
153.04,19.17,39.99,7.09,25.16,MODERATE
29.49,18.7,10.79,3.16,26.28,LOW
193.16,25.28,61.22,8.12,30.21,MODERATE
133.75,31.89,56.22,10.28,21.36,MODERATE
158.1,50.81,51.59,9.39,21.69,MODERATE
193.41,45.04,55.67,11.67,20.31,MODERATE
88.43,25.67,33.73,6.8,27.73,MODERATE
161.84,25.86,58.77,7.92,27.99,MODERATE
192.53,15.71,54.78,6.14,31.67,MODERATE
56.49,33.83,31.28,6.03,16.52,LOW
229.34,31.82,64.41,8.95,37.4,MODERATE
132.69,39.35,37.09,7.13,22.13,MODERATE
90.14,36.32,27.1,6.27,23.71,LOW
97.04,42.2,40.55,7.55,24.98,MODERATE
149.49,32.97,26.25,6.75,18.54,MODERATE
107.22,50.43,42.42,8.67,21.53,MODERATE
231.6,39.61,64.59,11.25,32.76,MODERATE
106.47,28.64,45.99,6.91,32.86,LOW
91.82,39.3,40.01,9.53,25.23,LOW
222.35,54.99,64.27,10.96,30.26,HIGH
93.33,24.3,26.99,6.51,26.47,LOW
74.17,25.77,23.21,5.04,23.66,LOW
118.37,33.21,35.88,7.5,19.48,LOW
173.66,53.05,60.15,10.18,18.83,MODERATE
109.06,30.5,53.14,8.33,19.45,MODERATE
21.57,33.68,22.38,5.4,33.69,LOW
31.45,27.99,17.2,5.17,29.24,LOW
69.05,41.32,26.31,6.47,32.65,MODERATE
263.77,47.24,69.52,11.15,26.4,HIGH
212.94,36.32,70.17,9.42,18.72,MODERATE
135.01,24.52,41.03,6.11,27.62,LOW
16.81,35.53,18.35,6.38,31.62,LOW
30.06,37.94,32.37,12.02,27.84,LOW
103.04,37.52,33.13,7.3,16.1,MODERATE
82.32,17.93,37.57,6.54,15.15,LOW
144.12,34.89,53.91,8.96,27.82,MODERATE
158.35,44.22,50.34,9.48,22.12,MODERATE
8.51,44.58,32.51,7.16,25.87,LOW
134.31,31.83,57.87,8.05,19.66,LOW
146.44,18.94,49.32,9.06,24.76,LOW
134.69,14.62,38.2,5.31,17.4,MODERATE
156.18,51.43,43.31,10.04,25.48,MODERATE
184.99,15.77,57.4,7.3,28.37,MODERATE
178.99,29.46,45.66,7.31,28.7,MODERATE
59.73,43.99,30.29,7.56,16.16,MODERATE
163.57,44.26,64.49,10.8,26.81,MODERATE
237.58,39.61,67.77,9.61,20.47,MODERATE
218.44,33.07,62.9,9.07,33.16,HIGH
155.19,30.3,55.97,8.4,29.74,MODERATE
126.5,39.05,47.03,13.98,24.16,MODERATE
122.66,21.57,32.8,5.43,37.09,MODERATE
232.26,39.68,62.46,10.52,19.63,MODERATE
24.78,17.77,35.6,4.85,23.66,LOW
110.23,5.0,41.85,3.95,27.25,LOW
49.8,32.28,17.9,7.74,36.21,LOW
100.26,34.03,35.52,8.21,32.78,MODERATE
160.16,41.44,35.97,7.59,28.81,MODERATE
98.17,29.05,21.74,5.7,18.74,LOW
67.24,31.27,37.65,6.36,18.73,LOW
107.7,26.0,38.66,7.54,28.17,LOW
228.27,42.29,69.37,9.89,16.49,MODERATE
90.92,65.0,44.26,12.16,25.92,MODERATE
76.1,40.77,34.46,8.02,28.83,MODERATE
212.1,43.64,67.53,10.26,15.13,MODERATE
143.07,42.61,48.53,11.12,27.89,MODERATE
90.89,52.52,45.29,15.29,29.38,MODERATE
62.13,26.25,42.86,6.49,21.82,LOW
112.0,42.76,41.24,10.04,23.06,MODERATE
91.7,31.72,36.43,8.17,13.27,MODERATE
154.2,24.12,51.49,8.59,23.34,MODERATE
135.85,23.51,44.04,10.6,14.85,LOW
101.97,32.33,34.23,6.97,19.86,MODERATE
188.17,32.24,64.78,10.09,21.59,MODERATE
82.19,26.87,29.89,7.68,17.06,LOW
100.44,53.82,33.44,9.04,16.52,MODERATE
66.97,46.26,36.92,8.56,16.81,MODERATE
181.88,35.04,62.81,9.1,31.32,MODERATE
119.35,54.88,59.92,12.56,23.58,MODERATE
101.88,22.39,47.17,7.75,31.6,LOW
35.03,10.28,29.32,4.27,21.57,LOW
80.2,30.14,40.41,7.06,21.7,LOW
155.98,29.37,48.13,6.9,21.46,MODERATE
60.74,29.05,32.86,5.54,6.11,LOW
241.22,35.4,72.94,10.5,27.04,HIGH
284.0,36.34,73.14,10.3,23.36,HIGH
275.86,55.83,75.3,13.99,24.31,HIGH
101.45,29.81,44.94,7.75,11.45,MODERATE
202.2,45.23,59.34,13.41,23.83,MODERATE
247.74,30.07,74.4,9.29,21.37,MODERATE
77.32,32.11,39.19,13.28,24.75,MODERATE
275.8,26.47,82.48,9.78,23.54,MODERATE
191.37,28.49,70.95,10.07,21.09,MODERATE
286.96,53.1,73.48,12.23,27.38,HIGH
114.13,33.46,53.25,8.27,30.15,MODERATE
67.55,41.32,33.65,7.05,21.55,MODERATE
191.12,30.11,63.72,8.33,15.31,MODERATE
104.31,26.49,43.52,8.0,15.7,LOW
72.11,50.09,36.03,8.6,26.54,MODERATE
145.36,43.13,41.88,12.54,31.77,MODERATE
289.88,54.33,85.15,12.84,13.12,HIGH
117.88,31.93,29.42,11.71,17.89,MODERATE
211.33,20.69,78.25,8.67,22.0,MODERATE
34.12,30.93,25.56,5.3,11.76,LOW
29.91,39.18,30.86,6.95,23.42,LOW
174.95,42.34,58.94,12.2,26.18,MODERATE
205.86,28.46,60.58,8.8,26.88,MODERATE
255.54,40.57,66.89,9.63,21.6,MODERATE
98.01,33.36,30.72,6.13,21.86,MODERATE
89.61,52.25,40.95,9.06,17.87,MODERATE
24.7,14.24,26.25,4.86,13.37,LOW
185.03,15.14,60.17,6.93,22.87,MODERATE
121.21,28.44,40.72,8.16,26.45,LOW
151.82,28.64,51.71,8.44,24.1,MODERATE
70.91,16.42,27.22,6.92,30.65,LOW
97.56,35.69,31.02,7.09,26.07,MODERATE
80.8,17.28,30.56,4.78,27.96,LOW
80.27,50.56,30.79,15.91,25.01,MODERATE
140.56,36.66,57.64,8.94,35.15,MODERATE
175.82,35.67,42.76,7.83,21.06,MODERATE
220.42,38.11,63.23,11.35,28.07,MODERATE
117.5,17.67,45.91,5.58,25.49,MODERATE
165.49,17.03,67.29,7.82,28.43,MODERATE
210.26,39.6,56.4,8.61,26.0,MODERATE
287.88,43.12,69.41,10.09,23.75,HIGH
90.25,39.02,40.64,7.16,26.27,LOW
115.37,42.65,41.7,7.62,27.02,MODERATE
48.42,28.34,23.89,5.46,27.8,LOW
235.69,17.67,70.35,9.88,32.78,MODERATE
125.07,10.46,49.41,6.33,25.16,LOW
261.59,55.28,78.45,13.31,17.42,HIGH
109.33,55.34,41.47,9.95,24.99,MODERATE
184.48,40.71,66.12,11.93,21.33,MODERATE
17.36,31.1,20.4,7.93,21.17,LOW
57.04,30.57,27.89,8.13,22.07,LOW
80.6,50.62,38.44,10.65,18.58,MODERATE
136.24,39.23,34.89,7.02,9.6,MODERATE
124.15,32.64,47.24,8.39,32.85,MODERATE
125.61,37.8,40.21,8.31,21.07,MODERATE
79.42,34.75,21.83,6.35,13.71,LOW
74.25,24.55,34.74,6.22,25.07,LOW
76.14,22.15,28.08,4.6,27.69,LOW
101.98,41.75,24.52,6.3,22.93,LOW
89.33,44.99,27.68,10.2,16.27,MODERATE
167.12,33.38,65.28,10.05,15.51,MODERATE
79.34,21.43,28.0,4.84,37.69,LOW
142.26,21.15,48.88,6.52,15.54,LOW
136.41,37.36,36.34,8.06,14.23,MODERATE
217.06,54.62,79.56,12.61,22.15,HIGH
50.01,38.62,26.56,6.86,28.93,LOW
127.22,53.87,37.52,8.48,33.95,MODERATE
262.04,50.36,79.73,11.64,22.72,HIGH
47.89,46.38,41.94,8.74,22.64,MODERATE
209.17,45.02,57.75,10.93,16.3,MODERATE
209.57,11.98,55.47,5.71,30.53,MODERATE
123.98,28.63,60.64,8.33,23.58,LOW
270.32,41.39,73.49,11.8,23.78,HIGH
107.89,38.7,36.84,9.17,26.6,MODERATE
180.49,17.94,37.55,5.11,25.81,MODERATE
142.5,33.82,46.08,9.04,23.16,MODERATE
209.39,17.6,50.22,10.44,31.93,MODERATE
45.01,33.72,20.42,8.57,14.38,LOW
40.92,22.04,10.0,5.34,25.27,LOW
133.81,30.11,54.32,9.23,26.44,MODERATE
249.42,29.55,58.14,8.01,21.53,MODERATE
220.63,32.93,48.01,8.64,27.7,MODERATE
14.95,34.21,11.02,5.85,27.98,LOW
220.15,35.73,73.41,10.23,30.66,MODERATE
160.55,53.08,46.76,10.07,23.33,MODERATE
201.65,49.78,56.87,11.3,22.7,MODERATE
203.34,22.15,63.56,11.86,27.24,MODERATE
138.63,42.06,44.29,8.27,22.82,MODERATE
201.32,14.24,69.19,7.38,14.87,MODERATE
122.9,18.67,40.12,6.46,29.17,LOW
81.73,35.35,31.2,6.24,12.99,LOW
278.86,51.89,94.46,14.06,26.41,HIGH
68.56,40.97,30.52,6.68,38.0,LOW
89.63,28.44,36.56,6.78,27.2,LOW
275.87,48.33,74.01,12.21,19.84,HIGH
155.41,42.01,29.76,6.69,21.29,MODERATE
79.04,36.52,39.37,7.15,26.22,MODERATE
228.72,44.41,78.6,11.34,23.87,MODERATE
242.77,23.78,78.45,9.34,28.54,MODERATE
71.49,26.79,26.26,6.47,32.7,LOW
129.17,8.56,42.03,5.35,31.89,LOW
106.68,13.5,41.26,5.37,17.07,LOW
97.43,40.4,38.95,8.05,24.1,MODERATE
83.97,43.52,38.92,7.49,26.96,MODERATE
113.5,34.08,41.59,8.94,33.1,MODERATE
37.69,28.98,20.4,4.59,26.16,LOW
241.86,25.45,69.31,10.74,19.9,MODERATE
46.7,53.03,33.26,9.13,26.61,MODERATE
111.49,41.98,62.86,10.35,34.92,MODERATE
233.02,37.21,62.27,10.53,22.49,HIGH
12.51,34.18,19.56,7.93,19.79,LOW
64.77,33.97,26.34,9.79,23.81,LOW
72.17,25.44,33.34,6.39,20.09,LOW
70.09,49.26,38.23,8.23,28.96,MODERATE
114.49,39.86,38.52,10.23,20.14,MODERATE
173.32,21.68,36.76,5.17,31.76,MODERATE
161.94,41.71,58.85,11.35,26.97,MODERATE
97.64,34.34,37.52,8.15,28.18,MODERATE
130.42,37.8,40.96,10.58,28.14,LOW
72.32,32.14,26.39,8.74,29.11,LOW
207.55,27.53,63.15,7.89,22.14,MODERATE
104.72,27.74,32.47,6.78,18.13,LOW
192.73,57.67,52.77,10.19,21.14,MODERATE
57.03,48.47,17.56,6.37,29.56,MODERATE
93.2,27.79,30.04,6.07,13.4,LOW
144.59,44.86,51.86,8.79,12.0,MODERATE
120.37,19.35,30.43,6.32,25.35,LOW
31.59,34.17,31.17,11.12,29.07,LOW
122.59,43.16,32.54,8.18,29.88,MODERATE
100.89,53.7,38.39,8.84,18.3,MODERATE
176.15,30.54,57.63,10.44,16.92,MODERATE
27.59,23.99,27.67,7.49,19.88,LOW
110.74,35.43,45.96,9.2,21.64,MODERATE
297.75,57.24,79.83,13.54,21.99,HIGH
149.5,18.45,46.52,8.6,24.73,MODERATE
79.3,33.18,37.22,6.56,32.43,LOW
154.08,55.84,51.12,13.7,23.64,MODERATE
108.99,27.4,36.21,10.05,29.63,MODERATE
51.56,36.46,29.31,9.07,27.93,LOW
196.66,43.02,56.93,9.29,19.74,MODERATE
229.59,50.21,60.71,12.81,27.86,MODERATE
40.97,23.4,20.99,5.05,27.45,LOW
102.65,25.45,41.47,7.22,24.0,LOW
172.23,45.05,45.47,10.9,25.04,MODERATE
80.11,14.9,41.47,4.85,23.65,LOW
113.56,14.89,35.52,5.01,17.45,LOW
150.43,47.68,30.02,9.71,38.0,MODERATE
69.78,29.41,34.77,8.25,30.33,LOW
115.16,26.44,18.72,6.97,27.16,LOW
254.61,62.92,62.92,11.6,21.57,HIGH
121.35,44.89,61.08,11.21,23.45,MODERATE
171.83,44.28,61.28,9.57,16.97,MODERATE
102.38,40.37,45.34,9.97,26.82,MODERATE
203.2,55.1,50.75,9.99,26.02,MODERATE
156.29,31.98,47.89,9.04,22.76,MODERATE
37.33,23.83,33.14,5.94,24.18,LOW
69.55,27.98,35.42,12.06,22.21,MODERATE
105.63,28.78,47.32,7.96,21.04,MODERATE
192.43,43.11,71.59,11.54,19.34,MODERATE
283.9,35.04,82.74,10.81,17.88,HIGH
131.47,28.26,34.08,7.54,19.79,MODERATE
128.14,34.35,47.98,8.3,20.25,MODERATE
120.49,21.46,39.62,5.34,30.54,LOW
150.67,37.5,37.82,8.18,20.29,MODERATE
114.96,33.06,47.45,9.76,11.8,MODERATE
95.96,31.49,45.73,7.21,25.75,MODERATE
59.88,5.61,27.42,3.13,27.74,LOW
126.01,43.64,45.29,9.39,29.81,MODERATE
167.37,53.89,35.24,10.76,25.0,MODERATE
102.14,37.0,46.46,7.85,17.16,LOW
215.04,29.18,68.65,12.45,19.21,MODERATE
97.69,25.0,38.49,9.51,27.6,LOW
99.39,50.34,26.85,7.52,32.75,MODERATE
129.88,20.44,30.42,4.94,17.14,LOW
284.51,24.47,93.8,11.76,25.27,HIGH
35.16,16.03,14.74,7.33,20.67,LOW
81.05,17.93,33.9,6.36,19.06,LOW
50.11,13.81,18.27,3.73,24.21,LOW
148.44,27.86,29.35,5.41,23.2,LOW
173.78,39.32,56.81,9.4,11.85,MODERATE
36.66,48.19,27.9,8.45,25.21,LOW
77.15,51.06,18.62,7.2,25.97,MODERATE
249.06,53.75,78.66,12.74,28.48,HIGH
70.32,24.35,26.26,4.74,20.56,LOW
88.47,28.96,25.8,5.86,14.47,LOW
113.22,8.97,30.72,3.5,21.47,LOW
140.54,39.38,52.89,8.24,28.24,MODERATE
182.71,19.24,39.81,8.03,23.54,MODERATE
75.3,46.69,21.63,6.74,29.1,LOW
43.96,38.78,28.13,7.41,16.19,LOW
161.64,35.5,52.95,8.03,28.87,MODERATE
150.39,30.01,39.91,6.65,25.49,LOW
199.98,42.0,69.29,10.42,21.87,MODERATE
280.83,36.8,67.88,9.34,30.42,HIGH
61.65,25.68,26.89,4.79,25.44,LOW
105.01,39.16,35.38,9.89,18.09,MODERATE
148.65,44.0,45.01,8.02,29.89,MODERATE
167.23,23.44,50.23,6.46,22.55,MODERATE
50.74,20.24,24.36,6.43,24.22,LOW
148.26,31.41,45.72,7.3,18.82,MODERATE
98.09,39.15,35.12,8.65,23.69,MODERATE
267.14,38.04,82.45,10.64,18.32,HIGH
76.72,19.47,30.02,4.75,22.97,LOW
100.52,29.36,42.65,7.62,24.18,MODERATE
94.94,22.58,37.08,11.94,27.63,LOW
169.83,38.78,55.29,8.42,15.56,MODERATE
132.56,41.64,50.39,8.96,30.02,MODERATE
72.94,44.99,21.92,6.32,30.21,LOW
239.86,49.28,72.79,11.08,22.87,MODERATE
154.03,31.85,47.19,10.53,24.77,MODERATE
256.44,37.11,63.73,8.96,25.84,HIGH
139.9,28.77,51.98,9.95,24.5,MODERATE
276.13,46.04,72.35,10.69,27.62,HIGH
165.3,37.09,54.39,11.03,21.68,MODERATE
80.67,28.41,11.05,4.88,19.44,LOW
151.61,28.23,54.16,10.31,26.57,MODERATE
93.7,28.58,56.33,7.61,14.84,MODERATE
219.64,34.67,63.26,10.68,27.71,MODERATE
172.4,44.07,50.82,10.19,28.34,MODERATE
110.79,18.33,35.68,5.86,19.31,LOW
159.53,21.47,54.54,9.01,32.53,MODERATE
138.66,45.48,43.07,9.56,21.89,MODERATE
280.16,48.37,81.82,14.53,21.38,HIGH
106.02,27.58,52.1,7.65,20.08,MODERATE
158.55,32.52,56.61,9.12,26.69,MODERATE
208.99,47.99,59.58,12.63,21.65,HIGH
110.66,65.0,30.42,9.3,15.38,MODERATE
98.66,34.35,33.44,7.11,26.05,LOW
187.3,44.32,54.92,13.68,22.25,MODERATE
71.63,24.18,20.21,5.0,30.52,LOW
88.1,45.59,43.08,8.44,25.85,MODERATE
91.89,15.34,39.77,5.36,25.6,LOW
100.87,22.02,28.8,7.75,30.09,LOW
28.15,10.41,10.0,6.49,24.96,LOW
113.8,41.33,45.78,12.29,28.69,MODERATE
121.36,32.56,28.55,7.34,20.1,MODERATE
141.92,30.66,46.89,7.89,33.88,MODERATE
55.94,46.82,24.03,6.91,25.65,LOW
110.41,45.47,45.69,8.4,16.79,MODERATE
9.43,24.82,23.57,4.46,24.83,LOW
186.13,32.11,49.38,7.19,25.12,MODERATE
127.94,41.14,50.25,11.29,24.75,MODERATE
217.84,42.19,60.61,11.55,10.2,HIGH
161.14,42.53,50.6,9.56,20.71,MODERATE
15.78,32.07,18.79,14.71,15.7,LOW
176.16,25.34,71.74,12.86,15.79,MODERATE
12.49,27.65,16.79,5.7,25.0,LOW
